Date,Event mm,Flag,Flag 2
20/06/2013 08:39:01,0.2,,
20/06/2013 08:50:05,0.2,,
24/06/2013 14:53:38,0.2,,
24/06/2013 14:58:34,0.2,,
24/06/2013 15:03:36,0.2,,
24/06/2013 15:08:34,0.2,,
24/06/2013 15:13:22,0.2,,
24/06/2013 18:36:59,0.2,,
24/06/2013 19:43:02,0.2,,
24/06/2013 19:58:09,0.2,,
24/06/2013 20:31:00,0.2,,
24/06/2013 20:41:58,0.2,,
24/06/2013 21:52:26,0.2,,
24/06/2013 21:58:02,0.2,,
24/06/2013 22:04:01,0.2,,
24/06/2013 22:13:54,0.2,,
24/06/2013 22:20:37,0.2,,
24/06/2013 22:31:05,0.2,,
24/06/2013 22:38:47,0.2,,
24/06/2013 22:48:15,0.2,,
25/06/2013 05:59:56,0.2,,
25/06/2013 06:03:58,0.2,,
25/06/2013 06:10:53,0.2,,
25/06/2013 06:17:39,0.2,,
25/06/2013 06:24:38,0.2,,
25/06/2013 07:48:11,0.2,,
25/06/2013 07:52:27,0.2,,
25/06/2013 07:56:19,0.2,,
25/06/2013 08:00:06,0.2,,
25/06/2013 08:04:02,0.2,,
25/06/2013 08:08:02,0.2,,
25/06/2013 08:12:54,0.2,,
25/06/2013 08:16:34,0.2,,
25/06/2013 08:20:15,0.2,,
25/06/2013 08:23:42,0.2,,
25/06/2013 08:27:30,0.2,,
25/06/2013 08:30:30,0.2,,
25/06/2013 08:32:59,0.2,,
25/06/2013 08:35:33,0.2,,
25/06/2013 08:39:17,0.2,,
25/06/2013 08:42:52,0.2,,
25/06/2013 08:46:18,0.2,,
25/06/2013 08:50:59,0.2,,
25/06/2013 08:54:49,0.2,,
25/06/2013 08:58:23,0.2,,
25/06/2013 09:01:27,0.2,,
25/06/2013 09:03:54,0.2,,
25/06/2013 09:06:12,0.2,,
25/06/2013 09:08:20,0.2,,
25/06/2013 09:10:20,0.2,,
25/06/2013 09:12:39,0.2,,
25/06/2013 09:14:59,0.2,,
25/06/2013 09:17:41,0.2,,
25/06/2013 09:21:17,0.2,,
25/06/2013 09:26:35,0.2,,
25/06/2013 12:43:33,0.2,,
25/06/2013 16:49:54,0.2,,
25/06/2013 16:56:28,0.2,,
26/06/2013 10:34:16,0.2,,
26/06/2013 10:36:59,0.2,,
26/06/2013 10:39:56,0.2,,
26/06/2013 10:42:54,0.2,,
26/06/2013 10:45:53,0.2,,
26/06/2013 10:49:39,0.2,,
26/06/2013 10:54:44,0.2,,
26/06/2013 10:59:47,0.2,,
26/06/2013 11:04:38,0.2,,
26/06/2013 11:09:59,0.2,,
26/06/2013 11:14:59,0.2,,
26/06/2013 11:21:17,0.2,,
26/06/2013 11:28:55,0.2,,
30/06/2013 13:21:55,0.2,,
30/06/2013 13:24:20,0.2,,
30/06/2013 13:25:23,0.2,,
30/06/2013 15:33:22,0.2,,
30/06/2013 15:33:42,0.2,,
30/06/2013 15:37:58,0.2,,
20/07/2013 15:46:11,0.2,,
21/07/2013 10:04:25,0.2,,
21/07/2013 13:00:56,0.2,,
21/07/2013 13:32:01,0.2,,
21/07/2013 15:00:47,0.2,,
22/07/2013 09:05:41,0.2,,
22/07/2013 09:18:27,0.2,,
22/07/2013 14:40:58,0.2,,
22/07/2013 15:14:19,0.2,,
30/07/2013 11:07:35,0,D,D
30/07/2013 11:35:00,,Vacío de datos,
11/10/2013 10:59:00,,Vacío de datos,
11/10/2013 11:00:00,0,I,I
11/10/2013 11:01:13,0,x,
12/10/2013 13:29:41,0.2,,
12/10/2013 13:31:27,0.2,,
12/10/2013 13:32:56,0.2,,
12/10/2013 13:34:19,0.2,,
12/10/2013 13:37:50,0.2,,
12/10/2013 13:39:58,0.2,,
12/10/2013 13:41:18,0.2,,
12/10/2013 13:42:34,0.2,,
12/10/2013 13:44:03,0.2,,
12/10/2013 13:44:57,0.2,,
12/10/2013 13:45:48,0.2,,
12/10/2013 13:46:53,0.2,,
12/10/2013 13:48:16,0.2,,
12/10/2013 13:50:11,0.2,,
13/10/2013 15:08:50,0.2,,
13/10/2013 15:16:29,0.2,,
14/10/2013 11:23:11,0.2,,
14/10/2013 12:29:16,0.2,,
14/10/2013 12:33:24,0.2,,
14/10/2013 12:37:37,0.2,,
14/10/2013 12:42:01,0.2,,
14/10/2013 12:53:16,0.2,,
14/10/2013 13:03:09,0.2,,
14/10/2013 13:07:27,0.2,,
14/10/2013 13:09:47,0.2,,
14/10/2013 13:17:31,0.2,,
14/10/2013 13:55:24,0.2,,
14/10/2013 14:15:01,0.2,,
14/10/2013 14:23:10,0.2,,
14/10/2013 15:52:01,0.2,,
14/10/2013 15:54:56,0.2,,
14/10/2013 15:54:57,0,,+
14/10/2013 16:03:00,0.2,,
14/10/2013 16:08:29,0.2,,
14/10/2013 16:12:13,0.2,,
14/10/2013 16:31:36,0.2,,
14/10/2013 16:36:59,0.2,,
14/10/2013 16:40:11,0.2,,
14/10/2013 16:42:52,0.2,,
14/10/2013 16:46:21,0.2,,
14/10/2013 16:49:11,0.2,,
14/10/2013 16:51:08,0.2,,
14/10/2013 16:53:49,0.2,,
14/10/2013 16:59:12,0.2,,
14/10/2013 17:04:37,0.2,,
14/10/2013 17:13:27,0.2,,
14/10/2013 17:19:56,0.2,,
14/10/2013 17:22:39,0.2,,
14/10/2013 17:26:05,0.2,,
14/10/2013 17:36:37,0.2,,
14/10/2013 17:47:19,0.2,,
14/10/2013 17:51:21,0.2,,
14/10/2013 17:53:46,0.2,,
14/10/2013 17:56:45,0.2,,
14/10/2013 17:59:29,0.2,,
14/10/2013 18:03:07,0.2,,
14/10/2013 18:06:22,0.2,,
14/10/2013 18:09:30,0.2,,
14/10/2013 18:12:02,0.2,,
14/10/2013 18:15:07,0.2,,
14/10/2013 18:17:24,0.2,,
14/10/2013 18:19:49,0.2,,
14/10/2013 18:21:44,0.2,,
14/10/2013 18:24:27,0.2,,
14/10/2013 18:26:56,0.2,,
14/10/2013 18:41:44,0.2,,
14/10/2013 19:27:51,0.2,,
14/10/2013 20:48:37,0.2,,
14/10/2013 21:03:51,0.2,,
15/10/2013 09:06:56,0.2,,
15/10/2013 09:11:27,0.2,,
15/10/2013 09:12:39,0.2,,
15/10/2013 09:13:57,0.2,,
15/10/2013 09:15:13,0.2,,
15/10/2013 09:16:31,0.2,,
15/10/2013 09:17:45,0.2,,
15/10/2013 09:19:03,0.2,,
15/10/2013 09:20:28,0.2,,
15/10/2013 09:21:58,0.2,,
15/10/2013 09:23:44,0.2,,
15/10/2013 09:25:24,0.2,,
15/10/2013 09:27:02,0.2,,
15/10/2013 09:28:44,0.2,,
15/10/2013 09:30:40,0.2,,
15/10/2013 09:32:43,0.2,,
15/10/2013 09:34:51,0.2,,
15/10/2013 09:36:43,0.2,,
15/10/2013 09:36:44,0,,+
15/10/2013 09:38:43,0.2,,
15/10/2013 09:40:43,0.2,,
15/10/2013 09:42:42,0.2,,
15/10/2013 09:44:39,0.2,,
15/10/2013 09:46:46,0.2,,
15/10/2013 09:48:43,0.2,,
15/10/2013 09:51:16,0.2,,
15/10/2013 09:54:52,0.2,,
15/10/2013 09:58:08,0.2,,
15/10/2013 10:03:25,0.2,,
18/10/2013 18:50:01,0.2,,
18/10/2013 18:53:43,0.2,,
19/10/2013 00:23:53,0.2,,
24/10/2013 07:04:39,0.2,,
24/10/2013 07:18:52,0.2,,
24/10/2013 07:27:44,0.2,,
24/10/2013 10:49:07,0.2,,
24/10/2013 10:58:00,0.2,,
24/10/2013 13:20:34,0.2,,
24/10/2013 13:22:26,0.2,,
24/10/2013 13:23:17,0.2,,
24/10/2013 13:24:36,0.2,,
24/10/2013 13:25:36,0.2,,
24/10/2013 13:26:53,0.2,,
24/10/2013 13:28:55,0.2,,
24/10/2013 13:31:49,0.2,,
24/10/2013 13:37:23,0.2,,
24/10/2013 13:40:18,0.2,,
24/10/2013 13:45:09,0.2,,
24/10/2013 13:47:20,0.2,,
24/10/2013 14:05:49,0.2,,
24/10/2013 14:12:31,0.2,,
24/10/2013 14:23:07,0.2,,
24/10/2013 14:47:11,0.2,,
25/10/2013 01:17:56,0.2,,
25/10/2013 01:24:38,0.2,,
25/10/2013 01:29:08,0.2,,
25/10/2013 01:33:26,0.2,,
25/10/2013 01:38:04,0.2,,
25/10/2013 01:44:03,0.2,,
25/10/2013 01:49:59,0.2,,
25/10/2013 01:56:29,0.2,,
25/10/2013 02:09:46,0.2,,
25/10/2013 12:37:54,0.2,,
25/10/2013 12:43:56,0.2,,
25/10/2013 13:03:38,0.2,,
25/10/2013 13:09:02,0.2,,
25/10/2013 13:22:45,0.2,,
26/10/2013 12:16:57,0.2,,
26/10/2013 12:58:03,0.2,,
26/10/2013 13:08:53,0.2,,
26/10/2013 13:27:04,0.2,,
26/10/2013 13:31:46,0.2,,
26/10/2013 13:33:42,0.2,,
26/10/2013 13:41:19,0.2,,
26/10/2013 13:49:25,0.2,,
26/10/2013 13:54:25,0.2,,
26/10/2013 14:02:38,0.2,,
26/10/2013 14:10:33,0.2,,
27/10/2013 06:53:48,0.2,,
27/10/2013 07:14:17,0.2,,
27/10/2013 07:23:40,0.2,,
27/10/2013 07:35:54,0.2,,
27/10/2013 07:39:46,0.2,,
27/10/2013 07:43:50,0.2,,
27/10/2013 07:47:47,0.2,,
27/10/2013 07:51:25,0.2,,
27/10/2013 07:55:50,0.2,,
27/10/2013 08:02:14,0.2,,
27/10/2013 08:09:19,0.2,,
27/10/2013 08:16:38,0.2,,
27/10/2013 08:21:27,0.2,,
27/10/2013 08:26:33,0.2,,
27/10/2013 08:32:20,0.2,,
27/10/2013 08:36:57,0.2,,
27/10/2013 08:40:28,0.2,,
27/10/2013 08:43:59,0.2,,
27/10/2013 08:48:16,0.2,,
27/10/2013 08:51:55,0.2,,
27/10/2013 08:56:09,0.2,,
27/10/2013 09:01:39,0.2,,
27/10/2013 09:06:54,0.2,,
27/10/2013 09:12:05,0.2,,
27/10/2013 09:16:31,0.2,,
27/10/2013 09:19:54,0.2,,
27/10/2013 09:22:53,0.2,,
27/10/2013 09:27:58,0.2,,
27/10/2013 09:33:56,0.2,,
27/10/2013 09:39:17,0.2,,
27/10/2013 09:49:04,0.2,,
27/10/2013 09:57:59,0.2,,
27/10/2013 10:06:29,0.2,,
27/10/2013 10:20:19,0.2,,
27/10/2013 23:45:33,0.2,,
27/10/2013 23:49:18,0.2,,
27/10/2013 23:52:08,0.2,,
27/10/2013 23:55:28,0.2,,
28/10/2013 00:01:16,0.2,,
28/10/2013 00:25:04,0.2,,
28/10/2013 00:35:03,0.2,,
28/10/2013 00:51:10,0.2,,
28/10/2013 01:04:33,0.2,,
28/10/2013 01:50:19,0.2,,
28/10/2013 05:32:40,0.2,,
28/10/2013 10:46:08,0.2,,
28/10/2013 10:51:54,0.2,,
28/10/2013 11:13:28,0.2,,
28/10/2013 11:30:47,0.2,,
28/10/2013 11:44:31,0.2,,
28/10/2013 12:03:04,0.2,,
28/10/2013 12:31:12,0.2,,
28/10/2013 12:39:24,0.2,,
28/10/2013 12:42:54,0.2,,
28/10/2013 12:44:33,0.2,,
28/10/2013 12:45:46,0.2,,
28/10/2013 12:47:26,0.2,,
28/10/2013 12:47:27,0,,+
28/10/2013 12:50:05,0.2,,
28/10/2013 12:52:41,0.2,,
28/10/2013 13:07:54,0.2,,
28/10/2013 13:09:16,0.2,,
28/10/2013 13:10:37,0.2,,
28/10/2013 13:11:19,0.2,,
28/10/2013 13:11:56,0.2,,
28/10/2013 13:12:34,0.2,,
28/10/2013 13:13:32,0.2,,
28/10/2013 13:14:26,0.2,,
28/10/2013 13:15:29,0.2,,
28/10/2013 13:16:15,0.2,,
28/10/2013 13:17:22,0.2,,
28/10/2013 13:18:38,0.2,,
28/10/2013 13:19:56,0.2,,
28/10/2013 13:21:01,0.2,,
28/10/2013 13:22:45,0.2,,
28/10/2013 13:24:11,0.2,,
28/10/2013 13:26:04,0.2,,
28/10/2013 13:31:04,0.2,,
28/10/2013 14:02:04,0.2,,
28/10/2013 14:06:31,0.2,,
28/10/2013 14:22:38,0.2,,
30/10/2013 12:31:28,0.2,,
30/10/2013 12:34:50,0.2,,
30/10/2013 12:38:30,0.2,,
30/10/2013 21:57:28,0.2,,
30/10/2013 22:04:04,0.2,,
30/10/2013 22:07:26,0.2,,
30/10/2013 22:10:52,0.2,,
30/10/2013 22:15:26,0.2,,
30/10/2013 22:19:34,0.2,,
30/10/2013 22:29:23,0.2,,
01/11/2013 05:27:10,0.2,,
01/11/2013 08:10:50,0.2,,
01/11/2013 09:39:36,0.2,,
01/11/2013 10:28:06,0.2,,
01/11/2013 11:58:08,0.2,,
01/11/2013 11:59:51,0.2,,
01/11/2013 12:01:40,0.2,,
01/11/2013 12:03:30,0.2,,
01/11/2013 12:05:36,0.2,,
01/11/2013 12:07:42,0.2,,
01/11/2013 12:09:16,0.2,,
01/11/2013 12:10:47,0.2,,
01/11/2013 12:12:18,0.2,,
01/11/2013 12:14:00,0.2,,
01/11/2013 12:15:44,0.2,,
01/11/2013 12:17:55,0.2,,
01/11/2013 12:20:19,0.2,,
01/11/2013 12:22:39,0.2,,
01/11/2013 12:24:26,0.2,,
01/11/2013 12:25:53,0.2,,
01/11/2013 12:27:14,0.2,,
01/11/2013 12:28:31,0.2,,
01/11/2013 12:29:46,0.2,,
01/11/2013 12:31:13,0.2,,
01/11/2013 12:32:36,0.2,,
01/11/2013 12:34:21,0.2,,
01/11/2013 12:36:49,0.2,,
01/11/2013 12:38:46,0.2,,
01/11/2013 12:40:24,0.2,,
01/11/2013 12:42:25,0.2,,
01/11/2013 12:44:34,0.2,,
01/11/2013 12:46:12,0.2,,
01/11/2013 12:47:42,0.2,,
01/11/2013 12:49:48,0.2,,
01/11/2013 12:51:53,0.2,,
01/11/2013 12:53:28,0.2,,
01/11/2013 12:54:45,0.2,,
01/11/2013 12:56:42,0.2,,
01/11/2013 12:58:52,0.2,,
01/11/2013 13:01:04,0.2,,
01/11/2013 13:03:35,0.2,,
01/11/2013 13:07:21,0.2,,
01/11/2013 13:11:02,0.2,,
01/11/2013 13:14:59,0.2,,
01/11/2013 13:19:01,0.2,,
01/11/2013 13:22:35,0.2,,
01/11/2013 13:25:46,0.2,,
01/11/2013 13:28:29,0.2,,
01/11/2013 13:31:26,0.2,,
01/11/2013 13:34:42,0.2,,
01/11/2013 13:36:46,0.2,,
01/11/2013 13:39:17,0.2,,
01/11/2013 13:42:01,0.2,,
01/11/2013 13:45:22,0.2,,
01/11/2013 13:48:12,0.2,,
01/11/2013 13:52:04,0.2,,
01/11/2013 13:56:12,0.2,,
01/11/2013 13:59:34,0.2,,
01/11/2013 14:01:40,0.2,,
01/11/2013 14:04:44,0.2,,
01/11/2013 14:08:32,0.2,,
01/11/2013 14:16:43,0.2,,
01/11/2013 14:22:23,0.2,,
01/11/2013 14:28:38,0.2,,
01/11/2013 14:37:06,0.2,,
01/11/2013 14:49:05,0.2,,
01/11/2013 15:10:05,0.2,,
02/11/2013 12:20:20,0.2,,
02/11/2013 13:06:13,0.2,,
02/11/2013 13:56:04,0.2,,
02/11/2013 14:02:50,0.2,,
02/11/2013 14:05:19,0.2,,
02/11/2013 14:07:18,0.2,,
02/11/2013 14:09:12,0.2,,
02/11/2013 14:11:07,0.2,,
02/11/2013 14:13:39,0.2,,
02/11/2013 14:16:05,0.2,,
02/11/2013 14:20:53,0.2,,
02/11/2013 14:26:19,0.2,,
02/11/2013 14:30:36,0.2,,
02/11/2013 14:35:03,0.2,,
02/11/2013 14:39:46,0.2,,
02/11/2013 14:43:39,0.2,,
02/11/2013 19:51:05,0.2,,
02/11/2013 20:18:21,0.2,,
02/11/2013 20:18:22,0,,+
02/11/2013 20:34:23,0.2,,
02/11/2013 21:12:35,0.2,,
02/11/2013 21:23:12,0.2,,
02/11/2013 22:31:52,0.2,,
03/11/2013 00:18:52,0.2,,
03/11/2013 00:29:01,0.2,,
03/11/2013 00:37:02,0.2,,
03/11/2013 00:52:01,0.2,,
03/11/2013 01:03:24,0.2,,
03/11/2013 01:22:01,0.2,,
03/11/2013 01:41:02,0.2,,
03/11/2013 01:49:11,0.2,,
03/11/2013 01:55:19,0.2,,
03/11/2013 01:59:42,0.2,,
03/11/2013 02:06:01,0.2,,
03/11/2013 02:17:55,0.2,,
03/11/2013 03:24:45,0.2,,
03/11/2013 04:40:23,0.2,,
03/11/2013 05:15:33,0.2,,
03/11/2013 05:41:20,0.2,,
03/11/2013 05:47:26,0.2,,
03/11/2013 05:52:46,0.2,,
03/11/2013 06:03:13,0.2,,
03/11/2013 11:36:34,0.2,,
03/11/2013 11:37:57,0.2,,
03/11/2013 11:40:15,0.2,,
03/11/2013 12:02:15,0.2,,
03/11/2013 12:07:11,0.2,,
03/11/2013 12:15:52,0.2,,
03/11/2013 13:10:55,0.2,,
03/11/2013 13:20:44,0.2,,
03/11/2013 14:07:29,0.2,,
03/11/2013 14:12:27,0.2,,
03/11/2013 14:20:26,0.2,,
04/11/2013 04:17:40,0.2,,
04/11/2013 04:34:04,0.2,,
04/11/2013 06:10:48,0.2,,
04/11/2013 13:51:11,0.2,,
04/11/2013 14:02:56,0.2,,
04/11/2013 14:08:43,0.2,,
04/11/2013 16:03:52,0.2,,
04/11/2013 16:21:41,0.2,,
04/11/2013 16:32:54,0.2,,
05/11/2013 02:56:52,0.2,,
05/11/2013 04:49:27,0.2,,
05/11/2013 15:17:26,0.2,,
05/11/2013 15:20:08,0.2,,
05/11/2013 15:22:25,0.2,,
05/11/2013 15:24:15,0.2,,
05/11/2013 15:25:59,0.2,,
05/11/2013 15:28:25,0.2,,
05/11/2013 15:32:58,0.2,,
11/11/2013 23:37:49,0.2,,
12/11/2013 17:28:13,0.2,,
12/11/2013 17:30:38,0.2,,
12/11/2013 17:39:09,0.2,,
12/11/2013 18:24:04,0.2,,
15/11/2013 11:09:21,0,D,D
15/11/2013 11:25:00,0,I,I
17/11/2013 01:31:29,0.2,,
17/11/2013 01:38:53,0.2,,
19/11/2013 13:30:18,0.2,,
19/11/2013 13:31:42,0.2,,
19/11/2013 13:33:40,0.2,,
19/11/2013 16:52:14,0.2,,
19/11/2013 16:56:44,0.2,,
20/11/2013 01:06:01,0.2,,
20/11/2013 01:07:14,0.2,,
20/11/2013 01:08:25,0.2,,
20/11/2013 01:09:23,0.2,,
20/11/2013 01:10:17,0.2,,
20/11/2013 01:11:14,0.2,,
20/11/2013 01:12:19,0.2,,
20/11/2013 01:13:43,0.2,,
20/11/2013 01:15:00,0.2,,
20/11/2013 01:16:26,0.2,,
20/11/2013 01:17:50,0.2,,
20/11/2013 01:19:24,0.2,,
20/11/2013 01:21:06,0.2,,
20/11/2013 01:22:28,0.2,,
20/11/2013 01:23:47,0.2,,
20/11/2013 01:25:25,0.2,,
20/11/2013 01:27:10,0.2,,
20/11/2013 01:28:57,0.2,,
20/11/2013 01:30:30,0.2,,
20/11/2013 01:33:21,0.2,,
20/11/2013 01:35:38,0.2,,
20/11/2013 01:38:09,0.2,,
20/11/2013 01:39:57,0.2,,
20/11/2013 01:42:08,0.2,,
20/11/2013 01:44:16,0.2,,
20/11/2013 01:46:28,0.2,,
20/11/2013 01:48:47,0.2,,
20/11/2013 01:50:29,0.2,,
20/11/2013 01:52:18,0.2,,
20/11/2013 01:54:41,0.2,,
20/11/2013 01:56:51,0.2,,
20/11/2013 01:58:55,0.2,,
20/11/2013 02:01:12,0.2,,
20/11/2013 02:03:56,0.2,,
20/11/2013 02:06:52,0.2,,
20/11/2013 02:10:30,0.2,,
20/11/2013 02:13:53,0.2,,
20/11/2013 02:17:25,0.2,,
20/11/2013 02:22:01,0.2,,
20/11/2013 02:26:57,0.2,,
20/11/2013 02:31:01,0.2,,
20/11/2013 02:34:34,0.2,,
20/11/2013 02:37:57,0.2,,
20/11/2013 02:41:00,0.2,,
20/11/2013 02:43:57,0.2,,
20/11/2013 02:47:47,0.2,,
20/11/2013 02:50:48,0.2,,
20/11/2013 02:55:10,0.2,,
20/11/2013 02:59:26,0.2,,
20/11/2013 03:06:17,0.2,,
20/11/2013 03:13:35,0.2,,
20/11/2013 03:34:39,0.2,,
20/11/2013 04:05:47,0.2,,
20/11/2013 06:39:37,0.2,,
20/11/2013 06:49:26,0.2,,
20/11/2013 07:00:03,0.2,,
20/11/2013 07:09:33,0.2,,
20/11/2013 07:17:52,0.2,,
20/11/2013 07:27:46,0.2,,
20/11/2013 07:38:52,0.2,,
20/11/2013 07:47:27,0.2,,
20/11/2013 14:41:09,0.2,,
21/11/2013 03:13:35,0.2,,
21/11/2013 06:24:41,0.2,,
21/11/2013 23:17:05,0.2,,
21/11/2013 23:23:22,0.2,,
22/11/2013 05:12:11,0.2,,
22/11/2013 05:39:23,0.2,,
22/11/2013 06:04:20,0.2,,
22/11/2013 06:46:01,0.2,,
22/11/2013 07:41:44,0.2,,
22/11/2013 07:53:59,0.2,,
22/11/2013 09:02:18,0.2,,
22/11/2013 09:07:12,0.2,,
22/11/2013 09:11:35,0.2,,
22/11/2013 09:15:16,0.2,,
22/11/2013 09:18:54,0.2,,
22/11/2013 09:22:45,0.2,,
22/11/2013 09:26:20,0.2,,
22/11/2013 09:30:36,0.2,,
22/11/2013 09:35:53,0.2,,
22/11/2013 09:47:09,0.2,,
22/11/2013 10:03:01,0.2,,
22/11/2013 10:16:26,0.2,,
22/11/2013 10:26:36,0.2,,
22/11/2013 10:54:53,0.2,,
22/11/2013 11:13:02,0.2,,
22/11/2013 12:15:28,0.2,,
22/11/2013 12:24:15,0.2,,
22/11/2013 12:34:23,0.2,,
22/11/2013 12:38:19,0.2,,
22/11/2013 12:52:31,0.2,,
22/11/2013 13:02:29,0.2,,
22/11/2013 13:17:58,0.2,,
22/11/2013 13:35:25,0.2,,
22/11/2013 13:38:47,0.2,,
22/11/2013 13:41:18,0.2,,
22/11/2013 13:43:32,0.2,,
22/11/2013 13:46:24,0.2,,
22/11/2013 13:49:03,0.2,,
22/11/2013 13:51:46,0.2,,
22/11/2013 13:54:42,0.2,,
22/11/2013 13:58:29,0.2,,
22/11/2013 14:00:57,0.2,,
22/11/2013 14:03:43,0.2,,
22/11/2013 14:09:17,0.2,,
22/11/2013 14:25:26,0.2,,
22/11/2013 14:41:30,0.2,,
22/11/2013 14:56:23,0.2,,
22/11/2013 15:25:04,0.2,,
22/11/2013 15:40:15,0.2,,
22/11/2013 15:55:38,0.2,,
22/11/2013 19:03:06,0.2,,
22/11/2013 19:15:32,0.2,,
22/11/2013 19:27:17,0.2,,
22/11/2013 20:48:24,0.2,,
22/11/2013 21:36:12,0.2,,
22/11/2013 21:48:46,0.2,,
22/11/2013 21:51:59,0.2,,
22/11/2013 21:58:49,0.2,,
22/11/2013 23:38:41,0.2,,
23/11/2013 13:51:52,0.2,,
26/11/2013 11:12:17,0.2,,
26/11/2013 11:14:38,0.2,,
26/11/2013 11:18:56,0.2,,
26/11/2013 11:21:03,0.2,,
26/11/2013 11:22:58,0.2,,
26/11/2013 11:25:04,0.2,,
26/11/2013 11:27:10,0.2,,
26/11/2013 11:28:44,0.2,,
26/11/2013 11:30:37,0.2,,
26/11/2013 11:32:23,0.2,,
26/11/2013 11:33:52,0.2,,
26/11/2013 11:35:34,0.2,,
26/11/2013 11:37:42,0.2,,
26/11/2013 11:41:49,0.2,,
26/11/2013 11:47:49,0.2,,
26/11/2013 14:18:21,0.2,,
06/12/2013 12:47:15,0.2,,
06/12/2013 12:48:36,0.2,,
